Model,Fuel Type,Mileage,Owner,Location,Price
Chevrolet Beat (2014),DIESEL,25 KM,2nd,"Tawa Colony, Sohagpur","₹ 1,70,000"
Ashok Leyland Others (2010),DIESEL,"100,000 KM",3rd,"Gokalpur, Jabalpur","₹ 9,50,000"
Ford Figo (2011),DIESEL,"90,000 KM",2nd,"Anamika Colony, Bhander","₹ 2,00,000"
Renault Kwid (2016),PETROL,"59,000 KM",1st,"AB Bypass Road, Indore","₹ 3,49,000"
Honda City Zx (2008),PETROL,"76,000 KM",2nd,"Govind Bhawan Colony, Jabalpur","₹ 1,90,000"
Hyundai Elite I20 (2019),PETROL,"24,000 KM",1st,"Arera Hills, Bhopal","₹ 6,50,000"
Maruti Suzuki Alto (2011),PETROL,"32,000 KM",1st,"Raj Deo Colony, Bhopal","₹ 50,000"
Maruti Suzuki Vitara Brezza (2021),PETROL,"6,300 KM",1st,"Shiv Nagar, Murwara Katni","₹ 10,50,000"
Mahindra Others (2012),DIESEL,"210,000 KM",4th,"Bhimakheda, Mahidpur","₹ 4,30,000"
Maruti Suzuki Omni (2017),LPG,"71,000 KM",2nd,"Chhaonl, Karera","₹ 2,50,000"
Hyundai I10 (2016),PETROL,67000.0 KM,1st,"Chinar Forune City, Bhopal","₹ 4,80,000"
Toyota Fortuner (2011),DIESEL,"162,000 KM",3rd,"Arera Colony, Bhopal","₹ 11,00,000"
Mahindra Scorpio (2013),DIESEL,"106,000 KM",2nd,"Sanjay Nagar, Barghat","₹ 5,50,000"
Maruti Suzuki Wagon R (2008),PETROL,"49,000 KM",1st,"Burhanpur Industrial Area, Burhanpur","₹ 1,60,000"
Maruti Suzuki Zen (2000),PETROL,"60,000 KM",2nd,"Mangal Market, Mandideep","₹ 60,000"
Honda Amaze (2017),DIESEL,0 KM,1st,"Shiv Nagar, Jabalpur","₹ 4,80,000"
Ford Ecosport (2019),DIESEL,"11,000 KM",1st,"Rishi Nagar, Ujjain","₹ 11,50,000"
Datsun Others (2020),PETROL,"5,189 KM",1st,"Sainiki Society, Jabalpur","₹ 1,70,000"
Tata Indigo Ecs (2012),DIESEL,"70,000 KM",1st,"Ram Tekari, Mandsaur","₹ 1,75,000"
Maruti Suzuki Ignis (2021),PETROL,400 KM,1st,"Kityani, Mandsaur","₹ 4,89,000"
Mahindra Thar (2015),DIESEL,"38,000 KM",2nd,"MP Nagar, Bhopal","₹ 5,80,000"
Ford Aspire (2020),DIESEL,"30,000 KM",1st,"Gora Baza, Jabalpur","₹ 8,80,000"
Tata Manza (2010),DIESEL,"79,000 KM",2nd,"Ram Krishna Bag, Indore","₹ 2,60,000"
Maruti Suzuki Eeco (2012),CNG & HYBRIDS,"9,000 KM",3rd,"Chousath Khambha, Ujjain","₹ 2,30,000"
Hyundai Santro Xing (2010),PETROL,"70,300 KM",2nd,"Kainchee Chala, Bhopal","₹ 2,30,000"
Maruti Suzuki Alto (2011),LPG,"100,000 KM",1st,"Ashoka Garden Housing Board Colony, Bhopal","₹ 1,50,000"
Maruti Suzuki Swift Dzire (2012),DIESEL,"60,000 KM",2nd,"Mohalpura, Jabalpur","₹ 3,50,000"
Maruti Suzuki Wagon R (2009),PETROL,50000.0 KM,2nd,"Palsikar Colony, Indore","₹ 2,00,000"
Hyundai Santro Xing (2004),LPG,"92,000 KM",1st,"Khajrana, Indore","₹ 94,000"
Maruti Suzuki Alto (2006),PETROL,"69,048 KM",2nd,"Sadar Bazar Area, Indore","₹ 1,10,000"
Hyundai I20 (2012),DIESEL,"60,000 KM",1st,"AB Bypass Road, Indore","₹ 4,20,000"
Renault Duster (2016),DIESEL,"80,567 KM",1st,"Prem Nagar, Jabalpur","₹ 7,00,000"
Skoda Fabia (2011),DIESEL,"67,000 KM",1st,"Khajrana, Indore","₹ 1,99,000"
Tata Indigo Cs (2007),DIESEL,"80,000 KM",2nd,"Chousath Yogini, Ujjain","₹ 70,000"
Ford Fiesta (2010),PETROL,"43,000 KM",2nd,Emlikheda Industrial Area,"₹ 1,80,000"
Maruti Suzuki Vitara Brezza (2019),DIESEL,"41,000 KM",1st,"Ranidurgawati Ward, Seoni","₹ 8,50,000"
Ford Figo (2016),DIESEL,"75,000 KM",2nd,"Jhanda Chowk, Maksi","₹ 3,20,000"
Mahindra Bolero (2009),DIESEL,"200,000 KM",1st,"Neelkanth Colony, Berasia","₹ 4,00,000"
Ford Ecosport (2014),PETROL,"100,000 KM",1st,"Sagar Estates, Bhopal","₹ 6,00,000"
Honda Amaze (2013),DIESEL,"126,000 KM",1st,"Lalipur, Mandla","₹ 3,30,000"
Maruti Suzuki Swift Dzire (2011),PETROL,59000.0 KM,1st,"Narila Shankari Chatrashal Nagar, Bhopal","₹ 3,25,000"
Maruti Suzuki Swift Dzire (2015),DIESEL,67824.0 KM,2nd,"Piplani, Bhopal","₹ 5,25,000"
Maruti Suzuki Gypsy (2004),CNG & HYBRIDS,"10,000 KM",2nd,"BHEL, Bhopal","₹ 2,45,000"
Hyundai Santro Xing (2007),PETROL,"50,000 KM",2nd,"Taripura, Bhind","₹ 80,000"
Ford Figo (2016),PETROL,"50,000 KM",2nd,Karnawad,"₹ 3,75,000"
Mahindra Jeep (2002),DIESEL,"80,000 KM",2nd,"Anand Nagar, Khandwa","₹ 1,10,000"
Tata Indica Vista (2008),DIESEL,"104,000 KM",3rd,"Rusalli, Bhopal","₹ 1,20,000"
Maruti Suzuki Alto (2012),PETROL,"89,000 KM",3rd,"Bagh Farahat Afza, Bhopal","₹ 1,45,000"
Maruti Suzuki A-Star (2011),PETROL,"85,000 KM",1st,"Bhatera, Balaghat","₹ 1,60,000"
Maruti Suzuki Omni (2009),PETROL,"15,000 KM",3rd,"Ganga Ashram, Sehore","₹ 1,40,000"
Maruti Suzuki Ritz (2013),DIESEL,"170,000 KM",2nd,"Jetpura, Dhar","₹ 2,80,000"
Renault Fluence (2014),DIESEL,"76,400 KM",1st,"Gandhi Ganj, Murwara Katni","₹ 3,50,000"
Maruti Suzuki Ertiga (2015),DIESEL,"91,000 KM",2nd,"Free Ganj, Ujjain","₹ 7,30,000"
Maruti Suzuki Wagon R (2005),PETROL,"62,000 KM",1st,"Bharhut Nagar, Satna","₹ 1,40,000"
Tata Indigo Cs (2011),DIESEL,"92,000 KM",2nd,"Yadav Colony, Panna","₹ 1,35,000"
Maruti Suzuki Omni (2009),LPG,"90,000 KM",2nd,"Sudama Nagar, Indore","₹ 18,000"
Maruti Suzuki Ertiga (2014),DIESEL,"98,526 KM",1st,"Jugad Nagar, Biaora","₹ 6,50,000"
Tata Indica Vista (2011),DIESEL,"84,000 KM",3rd,"Navgrah Colony, Gwalior","₹ 1,40,000"
Maruti Suzuki Wagon R (2006),PETROL,"65,000 KM",2nd,"Sanjay Nagar, Burhanpur","₹ 1,10,000"
Bmw 3 Series (2012),DIESEL,89000.0 KM,1st,"Palsikar Colony, Indore","₹ 12,00,000"
Mahindra Bolero Pik-Up (2018),DIESEL,"95,000 KM",1st,"Choukdi, Chhipabad","₹ 5,40,000"
Tata Tiago (2019),DIESEL,"33,000 KM",1st,"Teachers Colony, Neemuch","₹ 5,50,000"
Hyundai Grand I10 (2017),DIESEL,"40,000 KM",1st,"Tidoni, Damoh","₹ 4,50,000"
Ford Figo Aspire (2015),DIESEL,"75,000 KM",2nd,"Vaikunth Nagar, Khandwa","₹ 4,60,000"
Hyundai I20 (2020),DIESEL,"10,000 KM",1st,"Chamonda Nagar, Dewas","₹ 9,70,000"
Hyundai Grand I 10 (2017),DIESEL,"40,000 KM",1st,"Madan Mahal, Jabalpur","₹ 4,50,000"
Tata Indica E V2 (2004),DIESEL,"78,300 KM",3rd,"Purwa, Jabalpur","₹ 55,000"
Chevrolet Aveo U-Va (2008),LPG,"82,600 KM",3rd,"Bartan Bazar, Indore","₹ 1,10,000"
Maruti Suzuki Eeco (2010),PETROL,"50,000 KM",4th,"Durga Nagar, Jabalpur","₹ 1,80,000"
Other Brands Others (2010),DIESEL,"35,000 KM",1st,"Gupta Colony, Jabalpur","₹ 80,000"
Renault Triber (2020),PETROL,"6,862 KM",1st,"Shiv Lok, Bhopal","₹ 6,25,000"
Bajaj Others (2006),PETROL,"235,482 KM",2nd,"Housing Colony, Pithampur","₹ 45,000"
Toyota Innova (2014),DIESEL,"105,000 KM",2nd,"Amaiya Colony, Rewa","₹ 8,10,000"
Datsun Redi Go (2017),PETROL,"51,000 KM",1st,"Prem Nagar, Balaghat","₹ 2,30,000"
Honda Amaze (2015),DIESEL,"60,000 KM",2nd,"Vaishali Nagar, Bhopal","₹ 3,15,000"
Maruti Suzuki Wagon R (2006),PETROL,"65,000 KM",2nd,"Gopal Ganj, Sagar","₹ 1,30,000"
Maruti Suzuki Vitara Brezza (2021),PETROL,1400.0 KM,1st,"Maa Vidhar Colony, Indore","₹ 9,09,000"
Maruti Suzuki Ritz (2011),DIESEL,68542.0 KM,2nd,"Piplani, Bhopal","₹ 2,90,000"
Volkswagen Passat (2011),DIESEL,"71,248 KM",1st,"Arera Colony, Bhopal","₹ 8,99,999"
Hyundai I10 (2011),PETROL,"40,000 KM",2nd,"Shivaji Nagar, Jabalpur","₹ 1,99,000"
Maruti Suzuki Omni (2008),LPG,"89,000 KM",2nd,"Khitura, Sihora","₹ 75,000"
Maruti Suzuki Ciaz (2017),DIESEL,"65,000 KM",1st,"Afkar Colony, Bhopal","₹ 6,95,000"
Tata Indigo Ecs (2011),DIESEL,"76,000 KM",2nd,"Irrigation Colony, Sagar","₹ 1,55,000"
Skoda Superb (2014),PETROL,"47,000 KM",1st,"Arera Colony, Bhopal","₹ 11,00,000"
Mahindra Bolero Pik-Up (2016),DIESEL,"65,000 KM",1st,"Bardia, Petlawad","₹ 6,50,000"
Ford Ecosport (2015),DIESEL,"90,000 KM",1st,"Sadar Bazar, Betul","₹ 5,60,000"
Maruti Suzuki Sx4 (2011),DIESEL,"92,000 KM",2nd,"Kamla Nagar, Shahdol","₹ 2,00,000"
Tata Indica V2 (2012),DIESEL,"80,000 KM",1st,"Nakkar Khana, Bhopal","₹ 90,000"
Hyundai I10 (2013),PETROL,"51,000 KM",2nd,"Vaishali Nagar, Bhopal","₹ 2,99,999"
Hyundai Accent (2006),PETROL,"100,000 KM",1st,"Aradhana Nagar, Bhopal","₹ 1,19,000"
Hyundai Santro Xing (2007),PETROL,"50,000 KM",2nd,"Pratap Nagar, Bhopal","₹ 1,00,000"
Maruti Suzuki Wagon R (2010),PETROL,48572.0 KM,1st,"Piplani, Bhopal","₹ 2,60,000"
Skoda Laura (2012),DIESEL,60000.0 KM,2nd,"Palsikar Colony, Indore","₹ 4,50,000"
Toyota Fortuner (2014),DIESEL,75680.0 KM,1st,"Vijay Nagar, Indore","₹ 15,75,000"
Chevrolet Beat (2012),DIESEL,"810,000 KM",3rd,"MP Nagar, Bhopal","₹ 2,15,000"
Ford Ecosport (2013),DIESEL,"66,000 KM",2nd,"Dindayal Chowk, Jabalpur","₹ 5,60,000"
Maruti Suzuki Alto 800 (2017),PETROL,"50,000 KM",2nd,"MPSEB Colony, Shahdol","₹ 2,90,000"
Mahindra Xuv500 (2016),DIESEL,"40,000 KM",2nd,"Itwari Mohalla, Shahdol","₹ 10,50,000"
Maruti Suzuki Swift (2012),DIESEL,78000.0 KM,3rd,"BSNL Colony, Mandsaur","₹ 3,75,000"
Renault Lodgy (2016),DIESEL,"84,000 KM",1st,"Free Ganj, Ujjain","₹ 4,00,000"
Maruti Suzuki Alto K10 (2011),PETROL,"77,369 KM",2nd,"Adarsh Colony, Murwara Katni","₹ 1,55,000"
Hyundai Fluidic Verna (2012),DIESEL,"100,238 KM",2nd,"Ambedkar Nagar, Waraseoni","₹ 3,75,000"
Hyundai I10 (2008),PETROL,"44,000 KM",2nd,"Sohagpur, Shahdol","₹ 1,80,000"
Tata Indica V2 (2001),DIESEL,16 KM,3rd,"Industrial Area, Mandideep","₹ 50,000"
Mahindra Bolero (2008),DIESEL,"145,000 KM",1st,"Palace Orchard Colony, Chhatarpur","₹ 3,69,999"
Chevrolet Cruze (2013),DIESEL,"44,000 KM",2nd,"Vijay Nagar, Indore","₹ 5,40,000"
Maruti Suzuki 800 (2013),PETROL,1 KM,2nd,"Tor, Mehgaon","₹ 1,50,000"
Tata Indica V2 (2003),DIESEL,"80,000 KM",2nd,"Murwara, Murwara Katni","₹ 55,000"
Maruti Suzuki 800 (2001),PETROL,"88,000 KM",3rd,"Thakur Colony, Patan","₹ 45,000"
Tata Tiago (2019),DIESEL,"54,000 KM",1st,"Kesharbag, Indore","₹ 5,00,000"
Hyundai Grand I10 (2019),PETROL,"9,600 KM",1st,"Old Baghana, Neemuch","₹ 5,85,000"
Maruti Suzuki Swift Dzire (2010),DIESEL,62000.0 KM,1st,"Chinar Forune City, Bhopal","₹ 3,50,000"
Maruti Suzuki Vitara Brezza (2021),PETROL,1400.0 KM,1st,"Maa Vidhar Colony, Indore","₹ 9,09,000"
Hyundai Santro Xing (2001),PETROL,"90,000 KM",2nd,"Ghantaghar, Jabalpur","₹ 70,000"
Hyundai I20 (2017),PETROL,"33,430 KM",1st,"Char Imli, Bhopal","₹ 5,44,999"
Ford Ikon (2004),PETROL,"30,000 KM",1st,"Idgah Hills, Bhopal","₹ 90,000"
Maruti Suzuki Alto 800 (2009),PETROL,"90,000 KM",3rd,"Bakan, Aron","₹ 1,30,000"
Hyundai Santro Xing (2007),PETROL,"73,000 KM",3rd,"MP Nagar Zone 2, Bhopal","₹ 1,15,000"
Maruti Suzuki Others (1996),LPG,"66,000 KM",2nd,"Nanbi Bagh, Bhopal","₹ 35,000"
Ashok Leyland Others (2010),DIESEL,6 KM,1st,"Punjabi Mohalla, Itarsi","₹ 18,00,000"
Honda Jazz (2017),DIESEL,"70,000 KM",1st,"Huzur, Bhopal","₹ 5,75,000"
Tata Others (2017),DIESEL,"102,000 KM",1st,"Dhurpon, Itarsi","₹ 3,30,000"
Maruti Suzuki Ritz (2010),DIESEL,"860,000 KM",3rd,"Sarekha, Balaghat","₹ 2,50,000"
Tata Manza (2010),PETROL,"70,000 KM",2nd,"Chartola, Malajkhand","₹ 1,60,000"
Maruti Suzuki 800 (2002),LPG,"500,000 KM",3rd,"Vasudevpura, Dewas","₹ 30,000"
Toyota Etios (2011),DIESEL,"132,000 KM",2nd,"Bahadurganj, Ujjain","₹ 2,20,000"
Audi Q3 (2015),DIESEL,81568.0 KM,1st,"Bairaathy Colony, Indore","₹ 22,00,000"
Tata Nexon (2018),DIESEL,44000.0 KM,1st,"Satyasai Road, Indore","₹ 8,25,000"
Honda Jazz (2016),PETROL,36600.0 KM,1st,"pallavi Nagar Colony, Bhopal","₹ 5,60,000"
Skoda Rapid (2013),DIESEL,"54,000 KM",1st,"AB Bypass Road, Indore","₹ 5,25,000"
Maruti Suzuki Swift (2018),DIESEL,28 KM,1st,"Chousath Yogini, Ujjain","₹ 6,35,000"
Honda City Zx (2007),PETROL,"90,000 KM",1st,"Suhagpur, Bhopal","₹ 1,45,000"
Mahindra Bolero Pik-Up (2020),DIESEL,13 KM,2nd,"Pitambara Peeth, Datia","₹ 7,50,000"
Mahindra Xuv500 (2014),DIESEL,"38,641 KM",1st,"Chhota Bangarda, Indore","₹ 11,50,000"
Honda City Zx (2012),PETROL,"38,000 KM",3rd,"Patrakar Colony, Ratlam","₹ 4,85,000"
Eicher Polaris Others (2004),DIESEL,"100,000 KM",4+,"Ghanshyam Pura, Gohad","₹ 1,60,000"
Maruti Suzuki Swift Dzire (2015),DIESEL,"85,000 KM",2nd,"Bagtanda, Manawar","₹ 4,99,000"
Hyundai Getz Prime (2007),PETROL,"50,000 KM",2nd,"MP Nagar, Bhopal","₹ 1,45,000"
Hyundai I20 (2017),DIESEL,"44,800 KM",1st,"Pagnis Paga, Indore","₹ 6,50,000"
Maruti Suzuki Eeco (2019),PETROL,15 KM,1st,"Chirahula Colony, Rewa","₹ 4,50,000"
Mahindra Xuv500 (2014),DIESEL,"110,000 KM",2nd,"SBI Colony, Chhindwara","₹ 6,90,000"
Maruti Suzuki Ignis (2017),PETROL,34800.0 KM,1st,"Narila Shankari Durgesh Vihar Colony, Bhopal","₹ 5,50,000"
Honda City (2014),DIESEL,58463.0 KM,1st,"Piplani, Bhopal","₹ 6,40,000"
Hyundai Verna (2013),DIESEL,43000.0 KM,1st,"Navlakha, Indore","₹ 5,75,000"
Maruti Suzuki Swift Dzire (2018),PETROL,"34,000 KM",1st,"Saket Nagar, Bhopal","₹ 6,45,000"
Hyundai Santro Xing (2004),PETROL,"85,000 KM",1st,"Aish Bagh Housing Board Colony, Bhopal","₹ 88,000"
Maruti Suzuki Swift (2009),PETROL,"86,000 KM",2nd,"MP Nagar, Bhopal","₹ 2,15,000"
Hyundai I10 (2011),LPG,63000.0 KM,1st,"Meenashri Colony, Dewas","₹ 2,45,000"
Tata Safari (2008),DIESEL,"160,000 KM",2nd,"Vikas Nagar, Jabalpur","₹ 2,50,000"
Tata Indigo Ecs (2015),DIESEL,"99,000 KM",2nd,"Kanadiya Road, Indore","₹ 2,40,000"
Maruti Suzuki Omni (2000),LPG,0 KM,4th,"Lala Lajpat Rai Colony Near Bagh Dilkusha, Bhopal","₹ 70,000"
Hyundai Eon (2012),PETROL,"74,000 KM",3rd,"Akhand Nagar Sector A, Indore","₹ 1,70,000"
Maruti Suzuki Wagon R (2008),PETROL,20 KM,3rd,"Block Colony, Sarangpur","₹ 1,25,000"
Mahindra Verito (2014),DIESEL,21 KM,3rd,"Nai Basti, Murwara Katni","₹ 3,10,000"
Hyundai Accent (2017),DIESEL,"67,000 KM",1st,"Sunari Mohalla, Seoni","₹ 4,50,000"
Maruti Suzuki Omni (2000),LPG,"92,600 KM",2nd,"Harsud, New Harsud","₹ 65,000"
Honda Civic (2008),PETROL,"82,000 KM",2nd,"OF Khamaria, Jabalpur","₹ 2,25,000"
Mahindra Xuv500 (2013),DIESEL,62000.0 KM,2nd,"Narila Shankari Durgesh Vihar Colony, Bhopal","₹ 6,75,000"
Ford Ecosport (2018),DIESEL,"24,000 KM",1st,"Kanchan Bagh, Indore","₹ 9,00,000"
Mahindra Xuv500 (2014),DIESEL,"70,000 KM",1st,"Lavkush Nagar, Laundi","₹ 6,80,000"
Renault Kwid (2017),PETROL,"67,000 KM",3rd,"Bachaiya, Piploda","₹ 3,00,000"
Maruti Suzuki Alto (2010),LPG,"59,878 KM",3rd,"Aamar Estate, Bhopal","₹ 1,45,000"
Maruti Suzuki Swift (2009),DIESEL,130 KM,2nd,"Soni Colony, Guna","₹ 2,20,000"
Maruti Suzuki Gypsy (1999),CNG & HYBRIDS,"70,000 KM",1st,"Nandkhera, Ujjain","₹ 1,51,000"
Other Brands Others (2020),PETROL,"60,000 KM",4+,"Sanjay Nagar, Barghat","₹ 20,000"
Maruti Suzuki Zen (2001),PETROL,"70,000 KM",2nd,"Navjeevan Vihar, Vindhya Nagar NTPC Township","₹ 70,000"
Mahindra Scorpio (2004),DIESEL,"65,000 KM",3rd,"Badabgh, Bhopal","₹ 2,25,000"
Maruti Suzuki Zen (2001),PETROL,"120,000 KM",1st,"Professors Colony, Bhopal","₹ 75,000"
Maruti Suzuki Alto (2004),PETROL,"72,060 KM",2nd,"Chicholi, Silwani","₹ 1,48,500"
Mahindra Bolero (2017),DIESEL,16 KM,3rd,"Civil Lines, Balaghat","₹ 7,00,000"
Maruti Suzuki Alto K10 (2014),PETROL,"45,000 KM",1st,"Kainchee Chala, Bhopal","₹ 2,65,000"
Tata Indigo Ecs (2016),DIESEL,"130,000 KM",1st,"Chandangaon, Chhindwara","₹ 2,80,000"
Ford Ecosport (2018),DIESEL,31619.0 KM,1st,"Shalimar Township, Indore","₹ 8,95,000"
Skoda Rapid (2014),DIESEL,55000.0 KM,2nd,"Bairaathy Colony, Indore","₹ 4,25,000"
Skoda Octavia (2015),DIESEL,97000.0 KM,1st,"Chinar Forune City, Bhopal","₹ 10,60,000"
Maruti Suzuki Swift (2014),DIESEL,"61,000 KM",1st,"Aadharshila, Bhopal","₹ 5,75,000"
Hyundai I10 (2015),PETROL,"38,140 KM",1st,"Janki Nagar, Indore","₹ 3,30,000"
Maruti Suzuki Wagon R (2004),PETROL,"100,000 KM",3rd,"Sudama Nagar, Indore","₹ 80,000"
Ashok Leyland Others (2019),DIESEL,"7,000 KM",1st,"Transport Nagar, Rewa","₹ 5,00,000"
Maruti Suzuki Others (2016),LPG,"80,000 KM",2nd,"Jawasya, Tarana","₹ 2,30,000"
Maruti Suzuki Swift Dzire (2017),DIESEL,"48,000 KM",1st,"Sangam Nagar, Indore","₹ 6,75,000"
Renault Duster (2015),DIESEL,"66,000 KM",2nd,"Clerk Colony, Indore","₹ 5,50,000"
Maruti Suzuki Eeco (2010),PETROL,"100,000 KM",2nd,"Ashoka Housing Society, Bhopal","₹ 2,60,000"
Mahindra Xuv500 (2014),DIESEL,"110,000 KM",2nd,"Ayodhya Nagar Extention, Bhopal","₹ 5,75,000"
Hyundai Santro Xing (2006),PETROL,"53,000 KM",2nd,"Zawabit Line, Bhopal","₹ 1,25,000"
Mahindra Scorpio (2011),DIESEL,15 KM,3rd,"Bhil Khedi, Khujner","₹ 4,00,000"
Ashok Leyland Others (2014),DIESEL,"12,245 KM",1st,"Badokhar Gaon, Morena","₹ 11,50,000"
Tata Indica V2 (2006),CNG & HYBRIDS,"38,000 KM",2nd,"Gayatri Nagar, Panagar","₹ 68,000"
Honda Wr-V (2020),PETROL,6600.0 KM,1st,"Kitchlu Nagar, Ludhiana","₹ 8,50,000"
Maruti Suzuki Vitara Brezza (2016),DIESEL,78000.0 KM,1st,"Model Town Extension Part 2, Ludhiana","₹ 6,75,000"
Toyota Fortuner (2009),DIESEL,"107,000 KM",2nd,"Model Town, Jalandhar","₹ 7,35,000"
Ford Escort (2013),DIESEL,84000.0 KM,1st,"Sector 63, Mohali","₹ 4,15,000"
Skoda Laura (2008),DIESEL,70000.0 KM,1st,"Parkesh Nagar, Ludhiana","₹ 3,00,000"
Maruti Suzuki Swift Dzire (2009),DIESEL,92000.0 KM,3rd,"Jalandhar Cantt, Jalandhar","₹ 2,75,000"
Ford Ecosport (2013),DIESEL,75000.0 KM,2nd,"Raj Guru Nagar, Ludhiana","₹ 4,70,000"
Maruti Suzuki Swift (2013),DIESEL,87000.0 KM,1st,"Raj Guru Nagar, Ludhiana","₹ 4,25,000"
Hyundai I20 (2013),DIESEL,80000.0 KM,2nd,"Sector 63, Mohali","₹ 3,85,000"
Maruti Suzuki Swift (2008),PETROL,"57,846 KM",2nd,"Chapar Chiri, Mohali","₹ 1,72,000"
Maruti Suzuki Alto K10 (2014),PETROL,41250.0 KM,1st,"Jogiana Village, Ludhiana","₹ 2,90,000"
Maruti Suzuki Alto 800 (2016),PETROL,57000.0 KM,1st,"Jalandhar Cantt, Jalandhar","₹ 2,75,000"
Maruti Suzuki Alto (2012),PETROL,85000.0 KM,1st,"Jalandhar Cantt, Jalandhar","₹ 2,45,000"
Honda Amaze (2013),DIESEL,96000.0 KM,2nd,"Jalandhar Cantt, Jalandhar","₹ 3,85,000"
Maruti Suzuki Wagon R 1.0 (2010),PETROL,63000.0 KM,1st,"Jalandhar Cantt, Jalandhar","₹ 2,10,000"
Maruti Suzuki Alto (2008),PETROL,84500.0 KM,1st,"Baba Bakala Market, Baba Bakala","₹ 1,25,000"
Maruti Suzuki Swift (2007),PETROL,67850.0 KM,1st,"Baba Bakala Market, Baba Bakala","₹ 1,60,000"
Toyota Fortuner (2014),DIESEL,110000.0 KM,1st,"Industrial Area Phase 7, Mohali","₹ 15,50,000"
Toyota Corona (2004),PETROL,109000.0 KM,1st,"Baba Bakala Market, Baba Bakala","₹ 1,15,000"
Toyota Fortuner (2010),DIESEL,115000.0 KM,2nd,"Model Town Phase 2, Bathinda","₹ 8,65,000"
Maruti Suzuki Alto (2012),PETROL,80000.0 KM,1st,"Ballo Majra, Mohali","₹ 2,25,000"
Mahindra Xuv500 (2015),DIESEL,135000.0 KM,1st,"Ballo Majra, Mohali","₹ 8,50,000"
Maruti Suzuki Baleno (2006),PETROL,118000.0 KM,1st,"Baba Bakala Market, Baba Bakala","₹ 95,000"
Maruti Suzuki Swift Dzire (2016),DIESEL,70000.0 KM,1st,"Jogiana Village, Ludhiana","₹ 6,10,000"
Ford Figo (2014),DIESEL,72000.0 KM,1st,"Rana Garden, Amritsar","₹ 3,50,000"
Maruti Suzuki Alto (2009),PETROL,"88,000 KM",3rd,"Industrial Area Bhagha Purana, Bhagha Purana","₹ 1,45,000"
Mercedes-Benz Cls-Class (2009),DIESEL,"98,500 KM",2nd,"Bhamian Kalan, Ludhiana","₹ 5,70,000"
Audi Q3 (2017),DIESEL,"79,500 KM",1st,"Saraswati Vihar, Dera Bassi","₹ 23,50,000"
Tata Others (2020),PETROL,"3,000 KM",1st,"Bazidwal, Phagwara","₹ 40,000"
Maruti Suzuki Omni (2007),PETROL,"96,000 KM",1st,"Rai Colony, Nawanshahr","₹ 1,10,000"
Maruti Suzuki Zen (2001),PETROL,"105,000 KM",2nd,"Vivik Nagar, Jalandhar","₹ 60,000"
Toyota Innova Crysta (2017),DIESEL,"250,000 KM",1st,"Kaluwal, Begowal","₹ 12,80,000"
Maruti Suzuki Ritz (2011),DIESEL,"82,000 KM",2nd,"Laxmi Pur, Ludhiana","₹ 2,10,000"
Maruti Suzuki Alto 800 (2007),PETROL,"86,000 KM",2nd,"Jalalabad West, Jalalabad","₹ 1,00,000"
Mahindra Scorpio (2017),DIESEL,"69,000 KM",1st,"Industrial Area Phase 8B, Mohali","₹ 12,50,000"
Toyota Fortuner (2011),DIESEL,105000.0 KM,2nd,"Sector 79, Mohali","₹ 8,85,000"
Maruti Suzuki S-Cross (2018),DIESEL,40000.0 KM,1st,"Ashok Nagar, Jalandhar","₹ 8,50,000"
Mercedes-Benz E-Class (2015),DIESEL,47000.0 KM,1st,"Sector 82, Mohali","₹ 25,75,000"
Maruti Suzuki Zen (1999),PETROL,"80,000 KM",2nd,Bhikhi,"₹ 40,000"
Ford Figo (2013),DIESEL,"144,000 KM",1st,"Bakarpur 264, Mohali","₹ 2,20,000"
Nissan Micra (2011),PETROL,"120,000 KM",2nd,"Saraswati Vihar, Amritsar","₹ 2,29,000"
Tata Indica V2 Turbo (2007),DIESEL,"100,000 KM",3rd,"Cooperative Society, Ahmedgarh","₹ 50,000"
Maruti Suzuki Zen (2005),PETROL,10 KM,1st,"Bodalwala, Jagraon","₹ 90,000"
Hyundai I20 (2014),DIESEL,"82,165 KM",1st,"Azad Nagar, Patiala","₹ 4,00,000"
Honda City (2014),DIESEL,"88,000 KM",1st,"Vishal Nagar, Muktsar","₹ 5,10,000"
Toyota Innova (2009),DIESEL,"164,000 KM",3rd,"Husner, Giddarbaha","₹ 3,15,000"
Mahindra Logan (2007),DIESEL,"91,000 KM",2nd,"Jandoli, Rajpura","₹ 1,30,000"
Maruti Suzuki Ritz (2012),DIESEL,"70,000 KM",2nd,"Vishal Nagar, Bathinda","₹ 3,00,000"
Maruti Suzuki Swift (2008),DIESEL,"95,000 KM",3rd,"Shashi Nagar, Jalandhar","₹ 2,55,000"
Hyundai I10 (2008),PETROL,"95,000 KM",4th,"Sector 57, Mohali","₹ 83,000"
Chevrolet Aveo U-Va (2010),PETROL,"94,000 KM",2nd,"New Kuldeep Nagar, Ludhiana","₹ 1,28,000"
Skoda Octavia (2004),DIESEL,0 KM,2nd,"Chamkaur Sahib, Morinda","₹ 1,50,000"
Maruti Suzuki Swift Dzire (2017),DIESEL,"80,000 KM",2nd,"Vishal Nagar, Muktsar","₹ 5,90,000"
Maruti Suzuki Alto K10 (2012),PETROL,46000.0 KM,1st,"Avtar Nagar, Jalandhar","₹ 2,65,000"
